[0.000000] (-) TimerEvent: {}
[7.971771] (rcl) Command: {'cmd': ['/usr/bin/cmake', '--build', '/robofuzz/ros2_foxy/build/rcl', '--', '-j12', '-l12'], 'cwd': '/robofuzz/ros2_foxy/build/rcl', 'env': OrderedDict([('HOSTNAME', '31ce74a52f54'), ('SHLVL', '1'), ('LD_LIBRARY_PATH', '/robofuzz/ros2_foxy/install/rmw_implementation/lib:/robofuzz/ros2_foxy/install/rmw_fastrtps_dynamic_cpp/lib:/robofuzz/ros2_foxy/install/rmw_fastrtps_cpp/lib:/robofuzz/ros2_foxy/install/test_msgs/lib:/robofuzz/ros2_foxy/install/rmw_fastrtps_shared_cpp/lib:/robofuzz/ros2_foxy/install/rmw_cyclonedds_cpp/lib:/robofuzz/ros2_foxy/install/rcl_interfaces/lib:/robofuzz/ros2_foxy/install/action_msgs/lib:/robofuzz/ros2_foxy/install/unique_identifier_msgs/lib:/robofuzz/ros2_foxy/install/rmw_dds_common/lib:/robofuzz/ros2_foxy/install/builtin_interfaces/lib:/robofuzz/ros2_foxy/install/rosidl_typesupport_cpp/lib:/robofuzz/ros2_foxy/install/rosidl_typesupport_c/lib:/robofuzz/ros2_foxy/install/rosidl_typesupport_fastrtps_c/lib:/robofuzz/ros2_foxy/install/rosidl_typesupport_introspection_cpp/lib:/robofuzz/ros2_foxy/install/rosidl_typesupport_fastrtps_cpp/lib:/robofuzz/ros2_foxy/install/rcl_yaml_param_parser/lib:/robofuzz/ros2_foxy/install/rosidl_typesupport_introspection_c/lib:/robofuzz/ros2_foxy/install/rmw/lib:/robofuzz/ros2_foxy/install/rcl_logging_spdlog/lib:/robofuzz/ros2_foxy/install/libyaml_vendor/lib:/robofuzz/ros2_foxy/install/rosidl_runtime_c/lib:/robofuzz/ros2_foxy/install/rcpputils/lib:/robofuzz/ros2_foxy/install/rcl_logging_noop/lib:/robofuzz/ros2_foxy/install/rcl_logging_log4cxx/lib:/robofuzz/ros2_foxy/install/rcutils/lib:/robofuzz/ros2_foxy/install/tracetools/lib:/robofuzz/ros2_foxy/install/mimick_vendor/lib:/robofuzz/ros2_foxy/install/fastrtps/lib:/robofuzz/ros2_foxy/install/osrf_testing_tools_cpp/lib:/robofuzz/ros2_foxy/install/fastcdr/lib:/robofuzz/ros2_foxy/install/cyclonedds/lib:/robofuzz/targets/moveit2_ws/install/moveit_visual_tools/lib:/robofuzz/targets/moveit2_ws/install/rviz_visual_tools/lib:/robofuzz/targets/turtlebot3_ws/install/turtlebot3_msgs/lib:/robofuzz/targets/turtlebot3_ws/install/dynamixel_sdk_custom_interfaces/lib:/robofuzz/targets/turtlebot3_ws/install/dynamixel_sdk/lib:/robofuzz/targets/idltest_ws/install/idltest_msgs/lib:/robofuzz/targets/px4_ros_com_ros2/install/px4_ros_com/lib:/robofuzz/targets/px4_ros_com_ros2/install/px4_msgs/lib:/usr/lib/x86_64-linux-gnu/gazebo-11/plugins:/opt/ros/foxy/opt/yaml_cpp_vendor/lib:/opt/ros/foxy/opt/rviz_ogre_vendor/lib:/opt/ros/foxy/lib/x86_64-linux-gnu:/opt/ros/foxy/lib'), ('HOME', '/root'), ('OLDPWD', '/robofuzz'), ('ROS_PYTHON_VERSION', '3'), ('COLCON_PREFIX_PATH', '/robofuzz/targets/moveit2_ws/install:/robofuzz/targets/turtlebot3_ws/install:/robofuzz/targets/idltest_ws/install:/robofuzz/targets/px4_ros_com_ros2/install'), ('ROS_DISTRO', 'foxy'), ('_', '/usr/bin/colcon'), ('ROS_VERSION', '2'), ('PKG_CONFIG_PATH', '/robofuzz/ros2_foxy/install/foonathan_memory_vendor/lib/x86_64-linux-gnu/pkgconfig:/robofuzz/ros2_foxy/install/foonathan_memory_vendor/lib/pkgconfig:/robofuzz/ros2_foxy/install/gmock_vendor/lib/x86_64-linux-gnu/pkgconfig:/robofuzz/ros2_foxy/install/gmock_vendor/lib/pkgconfig:/robofuzz/ros2_foxy/install/osrf_testing_tools_cpp/lib/x86_64-linux-gnu/pkgconfig:/robofuzz/ros2_foxy/install/osrf_testing_tools_cpp/lib/pkgconfig:/robofuzz/ros2_foxy/install/gtest_vendor/lib/x86_64-linux-gnu/pkgconfig:/robofuzz/ros2_foxy/install/gtest_vendor/lib/pkgconfig:/robofuzz/ros2_foxy/install/cyclonedds/lib/x86_64-linux-gnu/pkgconfig:/robofuzz/ros2_foxy/install/cyclonedds/lib/pkgconfig'), ('TERM', 'xterm'), ('ROS_LOCALHOST_ONLY', '0'), ('PATH', '/robofuzz/ros2_foxy/install/fastrtps/bin:/robofuzz/ros2_foxy/install/launch_testing/bin:/robofuzz/ros2_foxy/install/ament_uncrustify/bin:/robofuzz/ros2_foxy/install/ament_xmllint/bin:/robofuzz/ros2_foxy/install/ament_lint_cmake/bin:/robofuzz/ros2_foxy/install/ament_index_python/bin:/robofuzz/ros2_foxy/install/ament_cpplint/bin:/robofuzz/ros2_foxy/install/ament_copyright/bin:/robofuzz/ros2_foxy/install/ament_pep257/bin:/robofuzz/ros2_foxy/install/ament_flake8/bin:/robofuzz/ros2_foxy/install/cyclonedds/bin:/robofuzz/ros2_foxy/install/ament_cppcheck/bin:/robofuzz/targets/px4_ros_com_ros2/install/px4_ros_com/bin:/opt/ros/foxy/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin'), ('DISPLAY', ':1'), ('LANG', 'C.UTF-8'), ('LS_COLORS', 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:'), ('AMENT_PREFIX_PATH', '/robofuzz/ros2_foxy/install/rmw_implementation:/robofuzz/ros2_foxy/install/rmw_fastrtps_dynamic_cpp:/robofuzz/ros2_foxy/install/rmw_fastrtps_cpp:/robofuzz/ros2_foxy/install/test_msgs:/robofuzz/ros2_foxy/install/rmw_fastrtps_shared_cpp:/robofuzz/ros2_foxy/install/rmw_cyclonedds_cpp:/robofuzz/ros2_foxy/install/rcl_interfaces:/robofuzz/ros2_foxy/install/action_msgs:/robofuzz/ros2_foxy/install/unique_identifier_msgs:/robofuzz/ros2_foxy/install/rmw_dds_common:/robofuzz/ros2_foxy/install/builtin_interfaces:/robofuzz/ros2_foxy/install/rosidl_default_runtime:/robofuzz/ros2_foxy/install/rosidl_typesupport_cpp:/robofuzz/ros2_foxy/install/rosidl_generator_py:/robofuzz/ros2_foxy/install/rosidl_typesupport_c:/robofuzz/ros2_foxy/install/rmw_connext_cpp:/robofuzz/ros2_foxy/install/rosidl_typesupport_fastrtps_c:/robofuzz/ros2_foxy/install/rosidl_typesupport_connext_c:/robofuzz/ros2_foxy/install/rosidl_typesupport_introspection_cpp:/robofuzz/ros2_foxy/install/rosidl_typesupport_fastrtps_cpp:/robofuzz/ros2_foxy/install/rosidl_typesupport_connext_cpp:/robofuzz/ros2_foxy/install/rmw_connext_shared_cpp:/robofuzz/ros2_foxy/install/rcl_yaml_param_parser:/robofuzz/ros2_foxy/install/rosidl_typesupport_introspection_c:/robofuzz/ros2_foxy/install/rosidl_generator_c:/robofuzz/ros2_foxy/install/rmw:/robofuzz/ros2_foxy/install/rcl_logging_spdlog:/robofuzz/ros2_foxy/install/libyaml_vendor:/robofuzz/ros2_foxy/install/rosidl_runtime_c:/robofuzz/ros2_foxy/install/rosidl_generator_dds_idl:/robofuzz/ros2_foxy/install/rcpputils:/robofuzz/ros2_foxy/install/rcl_logging_noop:/robofuzz/ros2_foxy/install/rcl_logging_log4cxx:/robofuzz/ros2_foxy/install/rosidl_cmake:/robofuzz/ros2_foxy/install/rcutils:/robofuzz/ros2_foxy/install/tracetools:/robofuzz/ros2_foxy/install/rosidl_runtime_cpp:/robofuzz/ros2_foxy/install/rosidl_parser:/robofuzz/ros2_foxy/install/launch_testing_ament_cmake:/robofuzz/ros2_foxy/install/spdlog_vendor:/robofuzz/ros2_foxy/install/rosidl_typesupport_interface:/robofuzz/ros2_foxy/install/rosidl_adapter:/robofuzz/ros2_foxy/install/rmw_implementation_cmake:/robofuzz/ros2_foxy/install/python_cmake_module:/robofuzz/ros2_foxy/install/mimick_vendor:/robofuzz/ros2_foxy/install/fastrtps_cmake_module:/robofuzz/ros2_foxy/install/connext_cmake_module:/robofuzz/ros2_foxy/install/ament_cmake_ros:/robofuzz/ros2_foxy/install/ament_lint_common:/robofuzz/ros2_foxy/install/ament_cmake_xmllint:/robofuzz/ros2_foxy/install/ament_cmake_uncrustify:/robofuzz/ros2_foxy/install/ament_cmake_pep257:/robofuzz/ros2_foxy/install/ament_cmake_flake8:/robofuzz/ros2_foxy/install/ament_cmake_cpplint:/robofuzz/ros2_foxy/install/ament_cmake_cppcheck:/robofuzz/ros2_foxy/install/launch_testing:/robofuzz/ros2_foxy/install/ament_uncrustify:/robofuzz/ros2_foxy/install/ament_cmake_copyright:/robofuzz/ros2_foxy/install/uncrustify_vendor:/robofuzz/ros2_foxy/install/rpyutils:/robofuzz/ros2_foxy/install/launch:/robofuzz/ros2_foxy/install/ament_cmake_lint_cmake:/robofuzz/ros2_foxy/install/ament_cmake_gmock:/robofuzz/ros2_foxy/install/domain_coordinator:/robofuzz/ros2_foxy/install/ament_xmllint:/robofuzz/ros2_foxy/install/ament_lint_cmake:/robofuzz/ros2_foxy/install/ament_lint_auto:/robofuzz/ros2_foxy/install/ament_index_python:/robofuzz/ros2_foxy/install/ament_cpplint:/robofuzz/ros2_foxy/install/ament_cmake_pytest:/robofuzz/ros2_foxy/install/ament_cmake_gtest:/robofuzz/ros2_foxy/install/ament_cmake:/robofuzz/ros2_foxy/install/ament_copyright:/robofuzz/ros2_foxy/install/ament_cmake_test:/robofuzz/ros2_foxy/install/ament_cmake_target_dependencies:/robofuzz/ros2_foxy/install/ament_cmake_export_targets:/robofuzz/ros2_foxy/install/ament_cmake_export_interfaces:/robofuzz/ros2_foxy/install/ament_cmake_export_dependencies:/robofuzz/ros2_foxy/install/ament_pep257:/robofuzz/ros2_foxy/install/ament_cmake_version:/robofuzz/ros2_foxy/install/ament_cmake_python:/robofuzz/ros2_foxy/install/ament_cmake_libraries:/robofuzz/ros2_foxy/install/ament_cmake_include_directories:/robofuzz/ros2_foxy/install/ament_cmake_export_link_flags:/robofuzz/ros2_foxy/install/ament_cmake_export_libraries:/robofuzz/ros2_foxy/install/ament_cmake_export_include_directories:/robofuzz/ros2_foxy/install/ament_cmake_export_definitions:/robofuzz/ros2_foxy/install/ament_flake8:/robofuzz/ros2_foxy/install/ament_cmake_core:/robofuzz/ros2_foxy/install/osrf_pycommon:/robofuzz/ros2_foxy/install/ament_package:/robofuzz/ros2_foxy/install/ament_lint:/robofuzz/ros2_foxy/install/ament_cppcheck:/robofuzz/targets/moveit2_ws/install/moveit2_tutorials:/robofuzz/targets/moveit2_ws/install/moveit_visual_tools:/robofuzz/targets/moveit2_ws/install/rviz_visual_tools:/robofuzz/targets/turtlebot3_ws/install/turtlebot3:/robofuzz/targets/turtlebot3_ws/install/turtlebot3_teleop:/robofuzz/targets/turtlebot3_ws/install/turtlebot3_simulations:/robofuzz/targets/turtlebot3_ws/install/turtlebot3_bringup:/robofuzz/targets/turtlebot3_ws/install/turtlebot3_node:/robofuzz/targets/turtlebot3_ws/install/turtlebot3_navigation2:/robofuzz/targets/turtlebot3_ws/install/turtlebot3_fake_node:/robofuzz/targets/turtlebot3_ws/install/turtlebot3_example:/robofuzz/targets/turtlebot3_ws/install/turtlebot3_msgs:/robofuzz/targets/turtlebot3_ws/install/turtlebot3_gazebo:/robofuzz/targets/turtlebot3_ws/install/turtlebot3_description:/robofuzz/targets/turtlebot3_ws/install/turtlebot3_cartographer:/robofuzz/targets/turtlebot3_ws/install/hls_lfcd_lds_driver:/robofuzz/targets/turtlebot3_ws/install/dynamixel_sdk_examples:/robofuzz/targets/turtlebot3_ws/install/dynamixel_sdk_custom_interfaces:/robofuzz/targets/turtlebot3_ws/install/dynamixel_sdk:/robofuzz/targets/idltest_ws/install/idltest_target:/robofuzz/targets/idltest_ws/install/idltest_msgs:/robofuzz/targets/px4_ros_com_ros2/install/px4_ros_com:/robofuzz/targets/px4_ros_com_ros2/install/px4_msgs:/opt/ros/foxy'), ('PWD', '/robofuzz/ros2_foxy/build/rcl'), ('LC_ALL', 'C.UTF-8'), ('PYTHONPATH', '/robofuzz/ros2_foxy/install/test_msgs/lib/python3.8/site-packages:/robofuzz/ros2_foxy/install/rcl_interfaces/lib/python3.8/site-packages:/robofuzz/ros2_foxy/install/action_msgs/lib/python3.8/site-packages:/robofuzz/ros2_foxy/install/unique_identifier_msgs/lib/python3.8/site-packages:/robofuzz/ros2_foxy/install/rmw_dds_common/lib/python3.8/site-packages:/robofuzz/ros2_foxy/install/builtin_interfaces/lib/python3.8/site-packages:/robofuzz/ros2_foxy/install/rosidl_typesupport_cpp/lib/python3.8/site-packages:/robofuzz/ros2_foxy/install/rosidl_generator_py/lib/python3.8/site-packages:/robofuzz/ros2_foxy/install/rosidl_typesupport_c/lib/python3.8/site-packages:/robofuzz/ros2_foxy/install/rosidl_typesupport_fastrtps_c/lib/python3.8/site-packages:/robofuzz/ros2_foxy/install/rosidl_typesupport_introspection_cpp/lib/python3.8/site-packages:/robofuzz/ros2_foxy/install/rosidl_typesupport_fastrtps_cpp/lib/python3.8/site-packages:/robofuzz/ros2_foxy/install/rosidl_typesupport_introspection_c/lib/python3.8/site-packages:/robofuzz/ros2_foxy/install/rosidl_generator_c/lib/python3.8/site-packages:/robofuzz/ros2_foxy/install/rosidl_generator_dds_idl/lib/python3.8/site-packages:/robofuzz/ros2_foxy/install/rosidl_cmake/lib/python3.8/site-packages:/robofuzz/ros2_foxy/install/rcutils/lib/python3.8/site-packages:/robofuzz/ros2_foxy/install/rosidl_parser/lib/python3.8/site-packages:/robofuzz/ros2_foxy/install/rosidl_adapter/lib/python3.8/site-packages:/robofuzz/ros2_foxy/build/launch_testing:/robofuzz/ros2_foxy/install/launch_testing/lib/python3.8/site-packages:/robofuzz/ros2_foxy/build/ament_uncrustify:/robofuzz/ros2_foxy/install/ament_uncrustify/lib/python3.8/site-packages:/robofuzz/ros2_foxy/build/rpyutils:/robofuzz/ros2_foxy/install/rpyutils/lib/python3.8/site-packages:/robofuzz/ros2_foxy/build/launch:/robofuzz/ros2_foxy/install/launch/lib/python3.8/site-packages:/robofuzz/ros2_foxy/build/domain_coordinator:/robofuzz/ros2_foxy/install/domain_coordinator/lib/python3.8/site-packages:/robofuzz/ros2_foxy/build/ament_xmllint:/robofuzz/ros2_foxy/install/ament_xmllint/lib/python3.8/site-packages:/robofuzz/ros2_foxy/build/ament_lint_cmake:/robofuzz/ros2_foxy/install/ament_lint_cmake/lib/python3.8/site-packages:/robofuzz/ros2_foxy/build/ament_index_python:/robofuzz/ros2_foxy/install/ament_index_python/lib/python3.8/site-packages:/robofuzz/ros2_foxy/build/ament_cpplint:/robofuzz/ros2_foxy/install/ament_cpplint/lib/python3.8/site-packages:/robofuzz/ros2_foxy/build/ament_copyright:/robofuzz/ros2_foxy/install/ament_copyright/lib/python3.8/site-packages:/robofuzz/ros2_foxy/install/ament_cmake_test/lib/python3.8/site-packages:/robofuzz/ros2_foxy/build/ament_pep257:/robofuzz/ros2_foxy/install/ament_pep257/lib/python3.8/site-packages:/robofuzz/ros2_foxy/build/ament_flake8:/robofuzz/ros2_foxy/install/ament_flake8/lib/python3.8/site-packages:/robofuzz/ros2_foxy/build/osrf_pycommon:/robofuzz/ros2_foxy/install/osrf_pycommon/lib/python3.8/site-packages:/robofuzz/ros2_foxy/build/ament_package:/robofuzz/ros2_foxy/install/ament_package/lib/python3.8/site-packages:/robofuzz/ros2_foxy/build/ament_lint:/robofuzz/ros2_foxy/install/ament_lint/lib/python3.8/site-packages:/robofuzz/ros2_foxy/build/ament_cppcheck:/robofuzz/ros2_foxy/install/ament_cppcheck/lib/python3.8/site-packages:/robofuzz/targets/turtlebot3_ws/build/turtlebot3_teleop:/robofuzz/targets/turtlebot3_ws/install/turtlebot3_teleop/lib/python3.8/site-packages:/robofuzz/targets/turtlebot3_ws/build/turtlebot3_example:/robofuzz/targets/turtlebot3_ws/install/turtlebot3_example/lib/python3.8/site-packages:/robofuzz/targets/turtlebot3_ws/install/turtlebot3_msgs/lib/python3.8/site-packages:/robofuzz/targets/turtlebot3_ws/install/dynamixel_sdk_custom_interfaces/lib/python3.8/site-packages:/robofuzz/targets/idltest_ws/install/idltest_msgs/lib/python3.8/site-packages:/robofuzz/targets/px4_ros_com_ros2/install/px4_msgs/lib/python3.8/site-packages:/opt/ros/foxy/lib/python3.8/site-packages'), ('COLCON', '1'), ('CMAKE_PREFIX_PATH', '/robofuzz/ros2_foxy/install/rmw_implementation:/robofuzz/ros2_foxy/install/rmw_fastrtps_dynamic_cpp:/robofuzz/ros2_foxy/install/rmw_fastrtps_cpp:/robofuzz/ros2_foxy/install/test_msgs:/robofuzz/ros2_foxy/install/rmw_fastrtps_shared_cpp:/robofuzz/ros2_foxy/install/rmw_cyclonedds_cpp:/robofuzz/ros2_foxy/install/rcl_interfaces:/robofuzz/ros2_foxy/install/action_msgs:/robofuzz/ros2_foxy/install/unique_identifier_msgs:/robofuzz/ros2_foxy/install/rmw_dds_common:/robofuzz/ros2_foxy/install/builtin_interfaces:/robofuzz/ros2_foxy/install/rosidl_default_runtime:/robofuzz/ros2_foxy/install/rosidl_typesupport_cpp:/robofuzz/ros2_foxy/install/rosidl_generator_py:/robofuzz/ros2_foxy/install/rosidl_typesupport_c:/robofuzz/ros2_foxy/install/rmw_connext_cpp:/robofuzz/ros2_foxy/install/rosidl_typesupport_fastrtps_c:/robofuzz/ros2_foxy/install/rosidl_typesupport_connext_c:/robofuzz/ros2_foxy/install/rosidl_typesupport_introspection_cpp:/robofuzz/ros2_foxy/install/rosidl_typesupport_fastrtps_cpp:/robofuzz/ros2_foxy/install/rosidl_typesupport_connext_cpp:/robofuzz/ros2_foxy/install/rmw_connext_shared_cpp:/robofuzz/ros2_foxy/install/rcl_yaml_param_parser:/robofuzz/ros2_foxy/install/rosidl_typesupport_introspection_c:/robofuzz/ros2_foxy/install/rosidl_generator_c:/robofuzz/ros2_foxy/install/rmw:/robofuzz/ros2_foxy/install/rcl_logging_spdlog:/robofuzz/ros2_foxy/install/libyaml_vendor:/robofuzz/ros2_foxy/install/rosidl_runtime_c:/robofuzz/ros2_foxy/install/rosidl_generator_dds_idl:/robofuzz/ros2_foxy/install/rcpputils:/robofuzz/ros2_foxy/install/rcl_logging_noop:/robofuzz/ros2_foxy/install/rcl_logging_log4cxx:/robofuzz/ros2_foxy/install/rosidl_cmake:/robofuzz/ros2_foxy/install/rcutils:/robofuzz/ros2_foxy/install/tracetools:/robofuzz/ros2_foxy/install/rosidl_runtime_cpp:/robofuzz/ros2_foxy/install/rosidl_parser:/robofuzz/ros2_foxy/install/launch_testing_ament_cmake:/robofuzz/ros2_foxy/install/spdlog_vendor:/robofuzz/ros2_foxy/install/rosidl_typesupport_interface:/robofuzz/ros2_foxy/install/rosidl_adapter:/robofuzz/ros2_foxy/install/rmw_implementation_cmake:/robofuzz/ros2_foxy/install/python_cmake_module:/robofuzz/ros2_foxy/install/mimick_vendor:/robofuzz/ros2_foxy/install/fastrtps_cmake_module:/robofuzz/ros2_foxy/install/fastrtps:/robofuzz/ros2_foxy/install/connext_cmake_module:/robofuzz/ros2_foxy/install/ament_cmake_ros:/robofuzz/ros2_foxy/install/foonathan_memory_vendor:/robofuzz/ros2_foxy/install/ament_lint_common:/robofuzz/ros2_foxy/install/ament_cmake_xmllint:/robofuzz/ros2_foxy/install/ament_cmake_uncrustify:/robofuzz/ros2_foxy/install/ament_cmake_pep257:/robofuzz/ros2_foxy/install/ament_cmake_flake8:/robofuzz/ros2_foxy/install/ament_cmake_cpplint:/robofuzz/ros2_foxy/install/ament_cmake_cppcheck:/robofuzz/ros2_foxy/install/ament_cmake_copyright:/robofuzz/ros2_foxy/install/uncrustify_vendor:/robofuzz/ros2_foxy/install/ament_cmake_lint_cmake:/robofuzz/ros2_foxy/install/ament_cmake_gmock:/robofuzz/ros2_foxy/install/ament_lint_auto:/robofuzz/ros2_foxy/install/ament_cmake_pytest:/robofuzz/ros2_foxy/install/ament_cmake_gtest:/robofuzz/ros2_foxy/install/ament_cmake:/robofuzz/ros2_foxy/install/ament_cmake_test:/robofuzz/ros2_foxy/install/ament_cmake_target_dependencies:/robofuzz/ros2_foxy/install/ament_cmake_export_targets:/robofuzz/ros2_foxy/install/ament_cmake_export_interfaces:/robofuzz/ros2_foxy/install/ament_cmake_export_dependencies:/robofuzz/ros2_foxy/install/ament_cmake_version:/robofuzz/ros2_foxy/install/ament_cmake_python:/robofuzz/ros2_foxy/install/ament_cmake_libraries:/robofuzz/ros2_foxy/install/ament_cmake_include_directories:/robofuzz/ros2_foxy/install/ament_cmake_export_link_flags:/robofuzz/ros2_foxy/install/ament_cmake_export_libraries:/robofuzz/ros2_foxy/install/ament_cmake_export_include_directories:/robofuzz/ros2_foxy/install/ament_cmake_export_definitions:/robofuzz/ros2_foxy/install/gmock_vendor:/robofuzz/ros2_foxy/install/ament_cmake_core:/robofuzz/ros2_foxy/install/osrf_testing_tools_cpp:/robofuzz/ros2_foxy/install/gtest_vendor:/robofuzz/ros2_foxy/install/fastcdr:/robofuzz/ros2_foxy/install/cyclonedds:/robofuzz/targets/moveit2_ws/install/moveit2_tutorials:/robofuzz/targets/moveit2_ws/install/moveit_visual_tools:/robofuzz/targets/moveit2_ws/install/rviz_visual_tools:/robofuzz/targets/turtlebot3_ws/install/turtlebot3:/robofuzz/targets/turtlebot3_ws/install/turtlebot3_simulations:/robofuzz/targets/turtlebot3_ws/install/turtlebot3_bringup:/robofuzz/targets/turtlebot3_ws/install/turtlebot3_node:/robofuzz/targets/turtlebot3_ws/install/turtlebot3_navigation2:/robofuzz/targets/turtlebot3_ws/install/turtlebot3_fake_node:/robofuzz/targets/turtlebot3_ws/install/turtlebot3_msgs:/robofuzz/targets/turtlebot3_ws/install/turtlebot3_gazebo:/robofuzz/targets/turtlebot3_ws/install/turtlebot3_description:/robofuzz/targets/turtlebot3_ws/install/turtlebot3_cartographer:/robofuzz/targets/turtlebot3_ws/install/hls_lfcd_lds_driver:/robofuzz/targets/turtlebot3_ws/install/dynamixel_sdk_examples:/robofuzz/targets/turtlebot3_ws/install/dynamixel_sdk_custom_interfaces:/robofuzz/targets/turtlebot3_ws/install/dynamixel_sdk:/robofuzz/targets/idltest_ws/install/idltest_target:/robofuzz/targets/idltest_ws/install/idltest_msgs:/robofuzz/targets/px4_ros_com_ros2/install/px4_ros_com:/robofuzz/targets/px4_ros_com_ros2/install/px4_msgs:/robofuzz/targets/turtlebot3_ws/install/turtlebot3_teleop:/robofuzz/targets/turtlebot3_ws/install/turtlebot3_example:/opt/ros/foxy')]), 'shell': False}
[8.015619] (-) TimerEvent: {}
[8.035352] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target gtest_main\x1b[0m\n'}
[8.035570] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target gtest\x1b[0m\n'}
[8.038880] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target rcl\x1b[0m\n'}
[8.054465] (rcl) StdoutLine: {'line': b'[  2%] \x1b[32mBuilding CXX object gtest/CMakeFiles/gtest_main.dir/src/gtest_main.cc.o\x1b[0m\n'}
[8.054733] (rcl) StdoutLine: {'line': b'[  2%] \x1b[32mBuilding CXX object gtest/CMakeFiles/gtest.dir/src/gtest-all.cc.o\x1b[0m\n'}
[8.096684] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[8.097029] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[8.112199] (rcl) StdoutLine: {'line': b'[  3%] \x1b[32mBuilding C object CMakeFiles/rcl.dir/src/rcl/arguments.c.o\x1b[0m\n'}
[8.112886] (rcl) StdoutLine: {'line': b'[  4%] \x1b[32mBuilding C object CMakeFiles/rcl.dir/src/rcl/common.c.o\x1b[0m\n'}
[8.113166] (rcl) StdoutLine: {'line': b'[  4%] \x1b[32mBuilding C object CMakeFiles/rcl.dir/src/rcl/context.c.o\x1b[0m\n'}
[8.113803] (rcl) StdoutLine: {'line': b'[  4%] \x1b[32mBuilding C object CMakeFiles/rcl.dir/src/rcl/client.c.o\x1b[0m\n'}
[8.114319] (rcl) StdoutLine: {'line': b'[  5%] \x1b[32mBuilding C object CMakeFiles/rcl.dir/src/rcl/graph.c.o\x1b[0m\n'}
[8.114787] (rcl) StdoutLine: {'line': b'[  6%] \x1b[32mBuilding C object CMakeFiles/rcl.dir/src/rcl/event.c.o\x1b[0m\n'}
[8.115153] (rcl) StdoutLine: {'line': b'[  5%] \x1b[32mBuilding C object CMakeFiles/rcl.dir/src/rcl/domain_id.c.o\x1b[0m\n'}
[8.115540] (rcl) StdoutLine: {'line': b'[  6%] \x1b[32mBuilding C object CMakeFiles/rcl.dir/src/rcl/expand_topic_name.c.o\x1b[0m\n'}
[8.115676] (-) TimerEvent: {}
[8.116488] (rcl) StdoutLine: {'line': b'[  6%] \x1b[32mBuilding C object CMakeFiles/rcl.dir/src/rcl/guard_condition.c.o\x1b[0m\n'}
